ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date
2447,116-ZA-T01,Pre-PQ Process,SCMS-41450,ASN-4362,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,3/18/2009
2450,116-ZA-T01,Pre-PQ Process,SCMS-41584,ASN-4385,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009
2451,116-ZA-T01,Pre-PQ Process,SCMS-41584,ASN-4385,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009
2463,107-RW-T01,Pre-PQ Process,SCMS-30312,ASN-3851,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,10/21/2008
2474,116-ZA-T01,Pre-PQ Process,SCMS-47420,ASN-4280,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,4/2/2009
2475,116-ZA-T01,Pre-PQ Process,SCMS-47360,ASN-4286,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/2009
2476,116-ZA-T01,Pre-PQ Process,SCMS-42250,ASN-4612,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/2009
2477,102-GY-T01,Pre-PQ Process,SCMS-42290,ASN-3987,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2009
2478,102-GY-T01,Pre-PQ Process,SCMS-42320,ASN-4291,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/30/2009
2481,116-ZA-T01,Pre-PQ Process,SCMS-47500,ASN-4332,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/2009
2499,112-NG-T01,Pre-PQ Process,SCMS-42830,ASN-3984,Nigeria,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,4/1/2009
2502,102-KE-T01,Pre-PQ Process,SCMS-42970,ASN-4098,Kenya,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/4/2009
2503,102-KE-T01,Pre-PQ Process,SCMS-42970,ASN-4099,Kenya,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/4/2009
2506,123-NG-T01,Pre-PQ Process,SCMS-36892,ASN-4206,Nigeria,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,4/7/2009
2536,107-RW-T01,Pre-PQ Process,SCMS-43880,ASN-4462,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,4/15/2009
2539,104-CI-T01,Pre-PQ Process,SCMS-44120,ASN-4289,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/15/2009
2558,119-NA-T01,Pre-PQ Process,SCMS-44960,ASN-4186,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/27/2009
2559,108-VN-T01,Pre-PQ Process,SCMS-44980,ASN-4094,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/2009
2562,104-CI-T01,Pre-PQ Process,SCMS-45110,ASN-4046,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/2009
2571,119-NA-T01,Pre-PQ Process,SCMS-45620,ASN-4511,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/8/2009
2588,108-VN-T01,Pre-PQ Process,SCMS-46560,ASN-4709,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/27/2009
2601,116-ZA-T01,Pre-PQ Process,SCMS-47051,ASN-4837,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/5/2009
2602,116-ZA-T01,Pre-PQ Process,SCMS-47090,ASN-4820,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/5/2009
2603,110-ZM-T01,Pre-PQ Process,SCMS-42641,ASN-5221,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/6/2009
2632,105-GY-T01,Pre-PQ Process,SCMS-48690,ASN-4600,Guyana,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/15/2009
2686,108-VN-T01,Pre-PQ Process,SCMS-168,ASN-276,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/14/2006
2687,108-VN-T01,Pre-PQ Process,SCMS-169,ASN-272,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/15/2006
2708,108-VN-T01,Pre-PQ Process,SCMS-313,ASN-542,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/7/2007
2721,110-ZM-T01,Pre-PQ Process,SCMS-416,ASN-465,Zambia,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/8/2007
2733,104-CI-T01,Pre-PQ Process,SCMS-593,ASN-452,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/1/2007
2740,102-NG-T01,Pre-PQ Process,SCMS-687,ASN-544,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/8/2007
2741,102-NG-T01,Pre-PQ Process,SCMS-687,ASN-587,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/8/2007
2756,102-NG-T01,Pre-PQ Process,SCMS-599,ASN-522,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/21/2007
2765,108-VN-T01,Pre-PQ Process,SCMS-749,ASN-737,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/3/2007
2766,108-VN-T01,Pre-PQ Process,SCMS-749,ASN-744,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/3/2007
2767,108-VN-T01,Pre-PQ Process,SCMS-752,ASN-884,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/3/2007
2785,108-VN-T01,Pre-PQ Process,SCMS-10060,ASN-639,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,7/20/2007
2795,109-TZ-T01,Pre-PQ Process,SCMS-10320,ASN-1114,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/15/2007
2796,119-NA-T01,Pre-PQ Process,SCMS-10360,ASN-658,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/31/2007
2808,117-ET-T01,Pre-PQ Process,SCMS-11071,ASN-1039,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/3/2007
2823,102-GY-T01,Pre-PQ Process,SCMS-11670,ASN-967,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/28/2007
2892,114-UG-T01,Pre-PQ Process,SCMS-13510,ASN-1483,Uganda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,10/3/2007
2921,116-ZA-T01,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,11/12/2007
2922,116-ZA-T01,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,11/12/2007
2923,116-ZA-T01,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,11/12/2007
2927,107-RW-T01,Pre-PQ Process,SCMS-14140,ASN-1028,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/16/2007
2947,108-VN-T01,Pre-PQ Process,SCMS-14930,ASN-1231,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/5/2007
2965,100-HT-T01,Pre-PQ Process,SCMS-15880,ASN-1301,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/3/2008
2993,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,1/4/2008
2994,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,1/4/2008
2995,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,1/4/2008
2996,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,1/4/2008
3007,104-CI-T01,Pre-PQ Process,SCMS-16740,ASN-1492,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,1/24/2008
3008,102-NG-T01,Pre-PQ Process,SCMS-16890,ASN-2359,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/29/2008
3009,102-NG-T01,Pre-PQ Process,SCMS-16900,ASN-1381,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/29/2008
3010,102-NG-T01,Pre-PQ Process,SCMS-16900,ASN-1411,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/29/2008
3026,116-ZA-T01,Pre-PQ Process,SCMS-17630,ASN-1532,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,1/21/2008
3037,117-ET-T01,Pre-PQ Process,SCMS-17940,ASN-1405,Ethiopia,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,2/20/2008
3039,111-MZ-T01,Pre-PQ Process,SCMS-18060,ASN-1651,Mozambique,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/25/2008
3040,110-ZM-T01,Pre-PQ Process,SCMS-18070,ASN-1576,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/25/2008
3049,104-CI-T01,Pre-PQ Process,SCMS-18420,ASN-1468,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/28/2008
3050,104-CI-T01,Pre-PQ Process,SCMS-18440,ASN-1563,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/28/2008
3055,114-UG-T01,Pre-PQ Process,SCMS-18750,ASN-1611,Uganda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/11/2008
3080,116-ZA-T01,Pre-PQ Process,SCMS-19800,ASN-1664,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2/20/2008
3081,116-ZA-T01,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2/20/2008
3094,108-VN-T01,Pre-PQ Process,SCMS-20181,ASN-2023,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008
3096,108-VN-T01,Pre-PQ Process,SCMS-20430,ASN-1887,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008
3097,108-VN-T01,Pre-PQ Process,SCMS-20450,ASN-1888,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008
3152,102-BW-T01,Pre-PQ Process,SCMS-22730,ASN-1956,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/28/2008
3153,102-BW-T01,Pre-PQ Process,SCMS-22730,ASN-1939,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/28/2008
3154,102-BW-T01,Pre-PQ Process,SCMS-22770,ASN-2234,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/28/2008
3159,117-ET-T01,Pre-PQ Process,SCMS-22810,ASN-2096,Ethiopia,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,4/28/2008
3202,106-HT-T01,Pre-PQ Process,SCMS-24060,ASN-2800,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/23/2008
3245,110-ZM-T01,Pre-PQ Process,SCMS-25790,ASN-2399,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/20/2008
3261,108-VN-T01,Pre-PQ Process,SCMS-26380,ASN-2338,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/1/2008
3292,133-NG-T01,Pre-PQ Process,SCMS-27050,ASN-2572,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/18/2008
3294,114-UG-T01,Pre-PQ Process,SCMS-27190,ASN-2391,Uganda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/18/2008
3302,108-VN-T01,Pre-PQ Process,SCMS-27370,ASN-2806,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/24/2008
3313,110-ZM-T01,Pre-PQ Process,SCMS-27790,ASN-2641,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/31/2008
3354,117-ET-T01,Pre-PQ Process,SCMS-28690,ASN-2840,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/22/2008
3360,119-NA-T01,Pre-PQ Process,SCMS-28850,ASN-2513,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/26/2008
3375,104-CI-T01,Pre-PQ Process,SCMS-29340,ASN-2921,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/3/2008
3378,111-MZ-T01,Pre-PQ Process,SCMS-29460,ASN-3047,Mozambique,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,8/29/2008
3386,111-MZ-T01,Pre-PQ Process,SCMS-29440,ASN-2403,Mozambique,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/29/2008
3419,104-CI-T01,Pre-PQ Process,SCMS-30420,ASN-2992,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/18/2008
3421,131-NG-T01,Pre-PQ Process,SCMS-26482,ASN-2589,Nigeria,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,9/17/2008
3441,110-ZM-T01,Pre-PQ Process,SCMS-31390,ASN-3508,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/2/2008
3456,108-VN-T01,Pre-PQ Process,SCMS-31730,ASN-3313,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/21/2008
3457,119-NA-T01,Pre-PQ Process,SCMS-31810,ASN-3192,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/14/2008
3470,114-UG-T01,Pre-PQ Process,SCMS-32250,ASN-3001,Uganda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,10/17/2008
3479,117-ET-T01,Pre-PQ Process,SCMS-32630,ASN-3156,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/27/2008
3499,109-TZ-T01,Pre-PQ Process,SCMS-33700,ASN-3080,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/14/2008
3507,133-NG-T01,Pre-PQ Process,SCMS-33830,ASN-3231,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/20/2008
3508,141-NA-T01,Pre-PQ Process,SCMS-33850,ASN-3110,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/20/2008
3551,102-GY-T01,Pre-PQ Process,SCMS-35560,ASN-3481,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/10/2008
3552,102-GY-T01,Pre-PQ Process,SCMS-35570,ASN-3511,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/11/2008
3615,108-VN-T01,Pre-PQ Process,SCMS-37210,ASN-3631,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/16/2009
3616,108-VN-T01,Pre-PQ Process,SCMS-37160,ASN-3561,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/16/2009
3674,107-RW-T01,Pre-PQ Process,SCMS-38690,ASN-3633,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/18/2009
3718,106-HT-T01,Pre-PQ Process,SCMS-40000,ASN-3675,Haiti,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/6/2009
3719,106-HT-T01,Pre-PQ Process,SCMS-40030,ASN-3749,Haiti,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/6/2009
3747,116-ZA-T01,Pre-PQ Process,SCMS-41100,ASN-4018,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/13/2009
3748,116-ZA-T01,Pre-PQ Process,SCMS-41100,ASN-4670,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/13/2009
3763,116-ZA-T01,Pre-PQ Process,SCMS-41461,ASN-4360,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/18/2009
3767,116-ZA-T01,Pre-PQ Process,SCMS-41582,ASN-4304,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009
3768,116-ZA-T01,Pre-PQ Process,SCMS-41582,ASN-4304,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009
3769,116-ZA-T01,Pre-PQ Process,SCMS-41583,ASN-4339,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009
3770,116-ZA-T01,Pre-PQ Process,SCMS-41583,ASN-4339,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009
3771,116-ZA-T01,Pre-PQ Process,SCMS-41585,ASN-4386,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009
3772,116-ZA-T01,Pre-PQ Process,SCMS-41580,ASN-4603,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,3/27/2009
3781,144-BW-T01,Pre-PQ Process,SCMS-41880,ASN-4323,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/25/2009
3787,116-ZA-T01,Pre-PQ Process,SCMS-47350,ASN-4287,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/2009
3808,102-KE-T01,Pre-PQ Process,SCMS-42961,ASN-4648,Kenya,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/14/2009
3828,107-RW-T01,Pre-PQ Process,SCMS-43870,ASN-4687,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,4/15/2009
3839,139-NA-T01,Pre-PQ Process,SCMS-44720,ASN-4047,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/20/2009
3840,104-CI-T01,Pre-PQ Process,SCMS-44820,ASN-4594,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,4/24/2009
3846,108-VN-T01,Pre-PQ Process,SCMS-45000,ASN-4371,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/2009
3848,108-VN-T01,Pre-PQ Process,SCMS-45020,ASN-4403,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/2009
3851,108-VN-T01,Pre-PQ Process,SCMS-45070,ASN-4419,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/2009
3852,108-VN-T01,Pre-PQ Process,SCMS-45070,ASN-4419,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/2009
3870,102-BW-T01,Pre-PQ Process,SCMS-46070,ASN-4144,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/27/2009
3880,108-VN-T01,Pre-PQ Process,SCMS-46540,ASN-4487,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/27/2009
3894,116-ZA-T01,Pre-PQ Process,SCMS-47050,ASN-4819,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/5/2009
3895,116-ZA-T01,Pre-PQ Process,SCMS-47050,ASN-4819,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/5/2009
3896,116-ZA-T01,Pre-PQ Process,SCMS-47051,ASN-4836,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/5/2009
3897,116-ZA-T01,Pre-PQ Process,SCMS-47051,ASN-4836,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/5/2009
3898,116-ZA-T01,Pre-PQ Process,SCMS-47051,ASN-4836,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/5/2009
3899,116-ZA-T01,Pre-PQ Process,SCMS-47070,ASN-4940,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/5/2009
3956,108-VN-T01,Pre-PQ Process,SCMS-171,ASN-294,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,11/13/2006
3970,107-RW-T01,Pre-PQ Process,SCMS-288,ASN-170,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/28/2006
3971,107-RW-T01,Pre-PQ Process,SCMS-290,ASN-191,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/29/2006
3989,100-HT-T01,Pre-PQ Process,SCMS-540,ASN-362,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/4/2007
3992,102-NG-T01,Pre-PQ Process,SCMS-592,ASN-528,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/2007
4020,108-VN-T01,Pre-PQ Process,SCMS-749,ASN-737,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/3/2007
4021,108-VN-T01,Pre-PQ Process,SCMS-762,ASN-634,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,7/4/2007
4023,102-GY-T01,Pre-PQ Process,SCMS-767,ASN-607,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/25/2007
4025,104-CI-T01,Pre-PQ Process,SCMS-785,ASN-652,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/11/2007
4045,109-TZ-T01,Pre-PQ Process,SCMS-10340,ASN-2700,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/17/2008
4085,102-GY-T01,Pre-PQ Process,SCMS-11650,ASN-834,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/28/2007
4100,104-CI-T01,Pre-PQ Process,SCMS-12370,ASN-823,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/18/2007
4189,116-ZA-T01,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,11/12/2007
4190,116-ZA-T01,Pre-PQ Process,SCMS-14050,ASN-1252,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,11/12/2007
4192,107-RW-T01,Pre-PQ Process,SCMS-14140,ASN-1028,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/16/2007
4193,107-RW-T01,Pre-PQ Process,SCMS-14221,ASN-1595,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,11/21/2007
4198,108-VN-T01,Pre-PQ Process,SCMS-14211,ASN-1341,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,12/6/2007
4215,108-VN-T01,Pre-PQ Process,SCMS-14930,ASN-1231,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/5/2007
4257,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,1/4/2008
4258,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,1/4/2008
4259,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,1/4/2008
4283,106-HT-T01,Pre-PQ Process,SCMS-17670,ASN-1519,Haiti,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2/15/2008
4290,116-ZA-T01,Pre-PQ Process,SCMS-17720,ASN-1530,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,1/21/2008
4301,110-ZM-T01,Pre-PQ Process,SCMS-18240,ASN-1788,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/29/2008
4302,104-CI-T01,Pre-PQ Process,SCMS-18280,ASN-1550,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/27/2008
4303,107-RW-T01,Pre-PQ Process,SCMS-18350,ASN-1401,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/26/2008
4311,104-CI-T01,Pre-PQ Process,SCMS-18460,ASN-2449,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/29/2008
4312,102-GY-T01,Pre-PQ Process,SCMS-18510,ASN-2006,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/28/2008
4321,102-BW-T01,Pre-PQ Process,SCMS-18730,ASN-1609,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/11/2008
4331,129-KG-T01,Pre-PQ Process,SCMS-19110,ASN-1801,Kyrgyzstan,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/18/2008
4333,119-NA-T01,Pre-PQ Process,SCMS-19130,ASN-1787,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/18/2008
4347,116-ZA-T01,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2/20/2008
4367,108-VN-T01,Pre-PQ Process,SCMS-20181,ASN-2023,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008
4368,108-VN-T01,Pre-PQ Process,SCMS-20390,ASN-2204,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008
4369,108-VN-T01,Pre-PQ Process,SCMS-20400,ASN-2205,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008
4372,108-VN-T01,Pre-PQ Process,SCMS-20410,ASN-2050,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/31/2008
4373,108-VN-T01,Pre-PQ Process,SCMS-20420,ASN-2051,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/31/2008
4432,106-HT-T01,Pre-PQ Process,SCMS-22780,ASN-1680,Haiti,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,4/28/2008
4456,108-VN-T01,Pre-PQ Process,SCMS-23310,ASN-2486,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/14/2008
4457,108-VN-T01,Pre-PQ Process,SCMS-23320,ASN-2275,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/2008
4458,108-VN-T01,Pre-PQ Process,SCMS-23330,ASN-2276,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/2008
4459,108-VN-T01,Pre-PQ Process,SCMS-23380,ASN-2524,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/13/2008
4460,108-VN-T01,Pre-PQ Process,SCMS-23450,ASN-2336,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/14/2008
4470,106-HT-T01,Pre-PQ Process,SCMS-23820,ASN-2099,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/20/2008
4534,110-ZM-T01,Pre-PQ Process,SCMS-25700,ASN-2797,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/20/2008
4567,109-TZ-T01,Pre-PQ Process,SCMS-23611,ASN-2727,Tanzania,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/15/2008
4593,110-ZM-T01,Pre-PQ Process,SCMS-27010,ASN-2448,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/21/2008
